sequence_label,global_point_index,time_s,signal_raw,signal_scaled,source_folder,integral
2_truc_1,1202,114.947277325,34248,16.3307189941,005-P1-B1-Pip_1.D,
2_truc_1,1203,115.143035889,34199,16.3073539734,005-P1-B1-Pip_1.D,
2_truc_1,1204,115.338794454,34153,16.2854194641,005-P1-B1-Pip_1.D,
2_truc_1,1205,115.534553018,34110,16.2649154663,005-P1-B1-Pip_1.D,
2_truc_1,1206,115.730311582,34069,16.2453651428,005-P1-B1-Pip_1.D,
2_truc_1,1207,115.926070147,34028,16.2258148193,005-P1-B1-Pip_1.D,
2_truc_1,1208,116.121828711,33984,16.2048339844,005-P1-B1-Pip_1.D,
2_truc_1,1209,116.317587276,38098,18.1665420532,005-P1-B1-Pip_1.D,
2_truc_1,1210,116.513345840,38050,18.1436538696,005-P1-B1-Pip_1.D,
2_truc_1,1211,116.709104405,38002,18.120765686,005-P1-B1-Pip_1.D,
2_truc_1,1212,116.904862969,37957,18.0993080139,005-P1-B1-Pip_1.D,
2_truc_1,1213,117.100621533,37912,18.0778503418,005-P1-B1-Pip_1.D,
2_truc_1,1214,117.296380098,37870,18.0578231812,005-P1-B1-Pip_1.D,
2_truc_1,1215,117.492138662,37832,18.0397033691,005-P1-B1-Pip_1.D,
2_truc_1,1216,117.687897227,37798,18.0234909058,005-P1-B1-Pip_1.D,
2_truc_1,1217,117.883655791,37768,18.009185791,005-P1-B1-Pip_1.D,
2_truc_1,1218,118.079414356,37739,17.9953575134,005-P1-B1-Pip_1.D,
2_truc_1,1219,118.275172920,37716,17.9843902588,005-P1-B1-Pip_1.D,
2_truc_1,1220,118.470931485,37697,17.9753303528,005-P1-B1-Pip_1.D,
2_truc_1,1221,118.666690049,37679,17.9667472839,005-P1-B1-Pip_1.D,
2_truc_1,1222,118.862448613,37662,17.9586410522,005-P1-B1-Pip_1.D,
2_truc_1,1223,119.058207178,37647,17.9514884949,005-P1-B1-Pip_1.D,
2_truc_1,1224,119.253965742,37634,17.9452896118,005-P1-B1-Pip_1.D,
2_truc_1,1225,119.449724307,37619,17.9381370544,005-P1-B1-Pip_1.D,
2_truc_1,1226,119.645482871,37604,17.9309844971,005-P1-B1-Pip_1.D,
2_truc_1,1227,119.841241436,37590,17.9243087769,005-P1-B1-Pip_1.D,
2_truc_1,1228,120.037000000,37590,17.9243087769,005-P1-B1-Pip_1.D,80031816.443719432
3_Asp,1229,0.037000000,4147,1.97744369507,007-P1-F1-Pip_1.D,
3_Asp,1230,0.232758564,3275,1.56164169312,007-P1-F1-Pip_1.D,
3_Asp,1231,0.428517129,3265,1.55687332153,007-P1-F1-Pip_1.D,
3_Asp,1232,0.624275693,3256,1.55258178711,007-P1-F1-Pip_1.D,
3_Asp,1233,0.820034258,3252,1.55067443848,007-P1-F1-Pip_1.D,
3_Asp,1234,1.015792822,3257,1.55305862427,007-P1-F1-Pip_1.D,
3_Asp,1235,1.211551387,3272,1.56021118164,007-P1-F1-Pip_1.D,
3_Asp,1236,1.407309951,3297,1.5721321106,007-P1-F1-Pip_1.D,
3_Asp,1237,1.603068515,3327,1.58643722534,007-P1-F1-Pip_1.D,
3_Asp,1238,1.798827080,3358,1.60121917725,007-P1-F1-Pip_1.D,
3_Asp,1239,1.994585644,3387,1.61504745483,007-P1-F1-Pip_1.D,
3_Asp,1240,2.190344209,3410,1.62601470947,007-P1-F1-Pip_1.D,
3_Asp,1241,2.386102773,3429,1.63507461548,007-P1-F1-Pip_1.D,
3_Asp,1242,2.581861338,3440,1.64031982422,007-P1-F1-Pip_1.D,
3_Asp,1243,2.777619902,3446,1.64318084717,007-P1-F1-Pip_1.D,
3_Asp,1244,2.973378467,3448,1.64413452148,007-P1-F1-Pip_1.D,
3_Asp,1245,3.169137031,3447,1.64365768433,007-P1-F1-Pip_1.D,
3_Asp,1246,3.364895595,3446,1.64318084717,007-P1-F1-Pip_1.D,
3_Asp,1247,3.560654160,3445,1.64270401001,007-P1-F1-Pip_1.D,
3_Asp,1248,3.756412724,3443,1.64175033569,007-P1-F1-Pip_1.D,
3_Asp,1249,3.952171289,3440,1.64031982422,007-P1-F1-Pip_1.D,
3_Asp,1250,4.147929853,3442,1.64127349854,007-P1-F1-Pip_1.D,
3_Asp,1251,4.343688418,3455,1.64747238159,007-P1-F1-Pip_1.D,
3_Asp,1252,4.539446982,3489,1.66368484497,007-P1-F1-Pip_1.D,
3_Asp,1253,4.735205546,3561,1.69801712036,007-P1-F1-Pip_1.D,
3_Asp,1254,4.930964111,3697,1.76286697388,007-P1-F1-Pip_1.D,
3_Asp,1255,5.126722675,3931,1.8744468689,007-P1-F1-Pip_1.D,
3_Asp,1256,5.322481240,4303,2.05183029175,007-P1-F1-Pip_1.D,
3_Asp,1257,5.518239804,4859,2.31695175171,007-P1-F1-Pip_1.D,
3_Asp,1258,5.713998369,5644,2.6912689209,007-P1-F1-Pip_1.D,
3_Asp,1259,5.909756933,6698,3.19385528564,007-P1-F1-Pip_1.D,
3_Asp,1260,6.105515498,8047,3.83710861206,007-P1-F1-Pip_1.D,
3_Asp,1261,6.301274062,9709,4.62961196899,007-P1-F1-Pip_1.D,
3_Asp,1262,6.497032626,11693,5.57565689087,007-P1-F1-Pip_1.D,
3_Asp,1263,6.692791191,13992,6.67190551758,007-P1-F1-Pip_1.D,
3_Asp,1264,6.888549755,16589,7.91025161743,007-P1-F1-Pip_1.D,
3_Asp,1265,7.084308320,19466,9.28211212158,007-P1-F1-Pip_1.D,
3_Asp,1266,7.280066884,22613,10.7827186584,007-P1-F1-Pip_1.D,
3_Asp,1267,7.475825449,26031,12.4125480652,007-P1-F1-Pip_1.D,
3_Asp,1268,7.671584013,29717,14.1701698303,007-P1-F1-Pip_1.D,
3_Asp,1269,7.867342577,33681,16.0603523254,007-P1-F1-Pip_1.D,
3_Asp,1270,8.063101142,37941,18.0916786194,007-P1-F1-Pip_1.D,
3_Asp,1271,8.258859706,42522,20.2760696411,007-P1-F1-Pip_1.D,
3_Asp,1272,8.454618271,47445,22.6235389709,007-P1-F1-Pip_1.D,
3_Asp,1273,8.650376835,52726,25.1417160034,007-P1-F1-Pip_1.D,
3_Asp,1274,8.846135400,58387,27.841091156,007-P1-F1-Pip_1.D,
3_Asp,1275,9.041893964,64454,30.7340621948,007-P1-F1-Pip_1.D,
3_Asp,1276,9.237652529,70959,33.8358879089,007-P1-F1-Pip_1.D,
3_Asp,1277,9.433411093,77932,37.1608734131,007-P1-F1-Pip_1.D,
3_Asp,1278,9.629169657,85406,40.7247543335,007-P1-F1-Pip_1.D,
3_Asp,1279,9.824928222,93416,44.5442199707,007-P1-F1-Pip_1.D,
3_Asp,1280,10.020686786,101992,48.6335754395,007-P1-F1-Pip_1.D,
3_Asp,1281,10.216445351,106138,50.6105422974,007-P1-F1-Pip_1.D,
3_Asp,1282,10.412203915,115306,54.9821853638,007-P1-F1-Pip_1.D,
3_Asp,1283,10.607962480,125085,59.6451759338,007-P1-F1-Pip_1.D,
3_Asp,1284,10.803721044,135489,64.6061897278,007-P1-F1-Pip_1.D,
3_Asp,1285,10.999479608,146534,69.8728561401,007-P1-F1-Pip_1.D,
3_Asp,1286,11.195238173,158235,75.4523277283,007-P1-F1-Pip_1.D,
3_Asp,1287,11.390996737,170600,81.3484191895,007-P1-F1-Pip_1.D,
3_Asp,1288,11.586755302,183629,87.5611305237,007-P1-F1-Pip_1.D,
3_Asp,1289,11.782513866,197317,94.0880775452,007-P1-F1-Pip_1.D,
3_Asp,1290,11.978272431,211656,100.925445557,007-P1-F1-Pip_1.D,
3_Asp,1291,12.174030995,226628,108.064651489,007-P1-F1-Pip_1.D,
3_Asp,1292,12.369789560,242204,115.491867065,007-P1-F1-Pip_1.D,
3_Asp,1293,12.565548124,258352,123.191833496,007-P1-F1-Pip_1.D,
3_Asp,1294,12.761306688,275044,131.151199341,007-P1-F1-Pip_1.D,
3_Asp,1295,12.957065253,292250,139.355659485,007-P1-F1-Pip_1.D,
3_Asp,1296,13.152823817,309923,147.782802582,007-P1-F1-Pip_1.D,
3_Asp,1297,13.348582382,328011,156.407833099,007-P1-F1-Pip_1.D,
3_Asp,1298,13.544340946,346460,165.205001831,007-P1-F1-Pip_1.D,
3_Asp,1299,13.740099511,365228,174.154281616,007-P1-F1-Pip_1.D,
3_Asp,1300,13.935858075,384261,183.229923248,007-P1-F1-Pip_1.D,
3_Asp,1301,14.131616639,403507,192.407131195,007-P1-F1-Pip_1.D,
3_Asp,1302,14.327375204,422922,201.664924622,007-P1-F1-Pip_1.D,
3_Asp,1303,14.523133768,442470,210.98613739,007-P1-F1-Pip_1.D,
3_Asp,1304,14.718892333,462122,220.356941223,007-P1-F1-Pip_1.D,
3_Asp,1305,14.914650897,481842,229.760169983,007-P1-F1-Pip_1.D,
3_Asp,1306,15.110409462,501612,239.187240601,007-P1-F1-Pip_1.D,
3_Asp,1307,15.306168026,521425,248.634815216,007-P1-F1-Pip_1.D,
3_Asp,1308,15.501926591,541285,258.104801178,007-P1-F1-Pip_1.D,
3_Asp,1309,15.697685155,561213,267.607212067,007-P1-F1-Pip_1.D,
3_Asp,1310,15.893443719,581240,277.156829834,007-P1-F1-Pip_1.D,
3_Asp,1311,16.089202284,601408,286.773681641,007-P1-F1-Pip_1.D,
3_Asp,1312,16.284960848,621770,296.483039856,007-P1-F1-Pip_1.D,
3_Asp,1313,16.480719413,642379,306.310176849,007-P1-F1-Pip_1.D,
3_Asp,1314,16.676477977,663288,316.28036499,007-P1-F1-Pip_1.D,
3_Asp,1315,16.872236542,684550,326.418876648,007-P1-F1-Pip_1.D,
3_Asp,1316,17.067995106,706219,336.751461029,007-P1-F1-Pip_1.D,
3_Asp,1317,17.263753670,728353,347.305774689,007-P1-F1-Pip_1.D,
3_Asp,1318,17.459512235,751006,358.107566833,007-P1-F1-Pip_1.D,
3_Asp,1319,17.655270799,774222,369.177818298,007-P1-F1-Pip_1.D,
3_Asp,1320,17.851029364,798039,380.534648895,007-P1-F1-Pip_1.D,
3_Asp,1321,18.046787928,822486,392.191886902,007-P1-F1-Pip_1.D,
3_Asp,1322,18.242546493,847593,404.163837433,007-P1-F1-Pip_1.D,
3_Asp,1323,18.438305057,873378,416.459083557,007-P1-F1-Pip_1.D,
3_Asp,1324,18.634063622,899852,429.082870483,007-P1-F1-Pip_1.D,
3_Asp,1325,18.829822186,927084,442.068099976,007-P1-F1-Pip_1.D,
3_Asp,1326,19.025580750,955231,455.489635468,007-P1-F1-Pip_1.D,
3_Asp,1327,19.221339315,984447,469.420909882,007-P1-F1-Pip_1.D,
3_Asp,1328,19.417097879,1014796,483.892440796,007-P1-F1-Pip_1.D,
3_Asp,1329,19.612856444,1046219,498.876094818,007-P1-F1-Pip_1.D,
3_Asp,1330,19.808615008,1078642,514.336585999,007-P1-F1-Pip_1.D,
3_Asp,1331,20.004373573,1103639,526.256084442,007-P1-F1-Pip_1.D,
3_Asp,1332,20.200132137,1107786,528.233528137,007-P1-F1-Pip_1.D,
3_Asp,1333,20.395890701,1137573,542.437076569,007-P1-F1-Pip_1.D,
3_Asp,1334,20.591649266,1171931,558.82024765,007-P1-F1-Pip_1.D,
3_Asp,1335,20.787407830,1206581,575.342655182,007-P1-F1-Pip_1.D,
3_Asp,1336,20.983166395,1241512,591.999053955,007-P1-F1-Pip_1.D,
3_Asp,1337,21.178924959,1276732,608.793258667,007-P1-F1-Pip_1.D,
3_Asp,1338,21.374683524,1312244,625.726699829,007-P1-F1-Pip_1.D,
3_Asp,1339,21.570442088,1348064,642.807006836,007-P1-F1-Pip_1.D,
3_Asp,1340,21.766200653,1384215,660.045146942,007-P1-F1-Pip_1.D,
3_Asp,1341,21.961959217,1420712,677.448272705,007-P1-F1-Pip_1.D,
3_Asp,1342,22.157717781,1457570,695.023536682,007-P1-F1-Pip_1.D,
3_Asp,1343,22.353476346,1494820,712.785720825,007-P1-F1-Pip_1.D,
3_Asp,1344,22.549234910,1532488,730.7472229,007-P1-F1-Pip_1.D,
3_Asp,1345,22.744993475,1570586,748.913764954,007-P1-F1-Pip_1.D,
3_Asp,1346,22.940752039,1609101,767.279148102,007-P1-F1-Pip_1.D,
3_Asp,1347,23.136510604,1648032,785.842895508,007-P1-F1-Pip_1.D,
3_Asp,1348,23.332269168,1687374,804.602622986,007-P1-F1-Pip_1.D,
3_Asp,1349,23.528027732,1727101,823.54593277,007-P1-F1-Pip_1.D,
3_Asp,1350,23.723786297,1767195,842.664241791,007-P1-F1-Pip_1.D,
3_Asp,1351,23.919544861,1807629,861.944675446,007-P1-F1-Pip_1.D,
3_Asp,1352,24.115303426,1848373,881.372928619,007-P1-F1-Pip_1.D,
3_Asp,1353,24.311061990,1889393,900.932788849,007-P1-F1-Pip_1.D,
3_Asp,1354,24.506820555,1930645,920.603275299,007-P1-F1-Pip_1.D,
3_Asp,1355,24.702579119,1972069,940.35577774,007-P1-F1-Pip_1.D,
3_Asp,1356,24.898337684,2013589,960.154056549,007-P1-F1-Pip_1.D,
3_Asp,1357,25.094096248,2055111,979.953289032,007-P1-F1-Pip_1.D,
3_Asp,1358,25.289854812,2096609,999.741077423,007-P1-F1-Pip_1.D,
3_Asp,1359,25.485613377,2138041,1019.49739456,007-P1-F1-Pip_1.D,
3_Asp,1360,25.681371941,2179357,1039.19839859,007-P1-F1-Pip_1.D,
3_Asp,1361,25.877130506,2220505,1058.81929398,007-P1-F1-Pip_1.D,
3_Asp,1362,26.072889070,2261421,1078.32956314,007-P1-F1-Pip_1.D,
3_Asp,1363,26.268647635,2302049,1097.7025032,007-P1-F1-Pip_1.D,
3_Asp,1364,26.464406199,2342270,1116.88137054,007-P1-F1-Pip_1.D,
3_Asp,1365,26.660164763,2381971,1135.81228256,007-P1-F1-Pip_1.D,
3_Asp,1366,26.855923328,2421065,1154.45375443,007-P1-F1-Pip_1.D,
3_Asp,1367,27.051681892,2459484,1172.77336121,007-P1-F1-Pip_1.D,
3_Asp,1368,27.247440457,2497158,1190.7377243,007-P1-F1-Pip_1.D,
3_Asp,1369,27.443199021,2534009,1208.30965042,007-P1-F1-Pip_1.D,
3_Asp,1370,27.638957586,2569934,1225.44002533,007-P1-F1-Pip_1.D,
3_Asp,1371,27.834716150,2604862,1242.09499359,007-P1-F1-Pip_1.D,
3_Asp,1372,28.030474715,2638704,1258.2321167,007-P1-F1-Pip_1.D,
3_Asp,1373,28.226233279,2671383,1273.81467819,007-P1-F1-Pip_1.D,
3_Asp,1374,28.421991843,2702825,1288.80739212,007-P1-F1-Pip_1.D,
3_Asp,1375,28.617750408,2732963,1303.17831039,007-P1-F1-Pip_1.D,
3_Asp,1376,28.813508972,2761737,1316.89882278,007-P1-F1-Pip_1.D,
3_Asp,1377,29.009267537,2789028,1329.91218567,007-P1-F1-Pip_1.D,
3_Asp,1378,29.205026101,2814776,1342.18978882,007-P1-F1-Pip_1.D,
3_Asp,1379,29.400784666,2838937,1353.7106514,007-P1-F1-Pip_1.D,
3_Asp,1380,29.596543230,2861497,1364.46809769,007-P1-F1-Pip_1.D,
3_Asp,1381,29.792301794,2882424,1374.4468689,007-P1-F1-Pip_1.D,
3_Asp,1382,29.988060359,2901729,1383.65221024,007-P1-F1-Pip_1.D,
3_Asp,1383,30.183818923,2919448,1392.10128784,007-P1-F1-Pip_1.D,
3_Asp,1384,30.379577488,2923594,1394.0782547,007-P1-F1-Pip_1.D,
3_Asp,1385,30.575336052,2939674,1401.7457962,007-P1-F1-Pip_1.D,
3_Asp,1386,30.771094617,2954044,1408.59794617,007-P1-F1-Pip_1.D,
3_Asp,1387,30.966853181,2966685,1414.62564468,007-P1-F1-Pip_1.D,
3_Asp,1388,31.162611746,2977635,1419.84701157,007-P1-F1-Pip_1.D,
3_Asp,1389,31.358370310,2986888,1424.25918579,007-P1-F1-Pip_1.D,
3_Asp,1390,31.554128874,2994426,1427.85358429,007-P1-F1-Pip_1.D,
3_Asp,1391,31.749887439,3000323,1430.66549301,007-P1-F1-Pip_1.D,
3_Asp,1392,31.945646003,3004656,1432.73162842,007-P1-F1-Pip_1.D,
3_Asp,1393,32.141404568,3007439,1434.05866623,007-P1-F1-Pip_1.D,
3_Asp,1394,32.337163132,3008607,1434.61561203,007-P1-F1-Pip_1.D,
3_Asp,1395,32.532921697,3008143,1434.39435959,007-P1-F1-Pip_1.D,
3_Asp,1396,32.728680261,3006103,1433.42161179,007-P1-F1-Pip_1.D,
3_Asp,1397,32.924438825,3002544,1431.72454834,007-P1-F1-Pip_1.D,
3_Asp,1398,33.120197390,2997494,1429.31652069,007-P1-F1-Pip_1.D,
3_Asp,1399,33.315955954,2990981,1426.21088028,007-P1-F1-Pip_1.D,
3_Asp,1400,33.511714519,2983101,1422.45340347,007-P1-F1-Pip_1.D,
3_Asp,1401,33.707473083,2973926,1418.07842255,007-P1-F1-Pip_1.D,
3_Asp,1402,33.903231648,2963472,1413.09356689,007-P1-F1-Pip_1.D,
3_Asp,1403,34.098990212,2951702,1407.48119354,007-P1-F1-Pip_1.D,
3_Asp,1404,34.294748777,2938641,1401.25322342,007-P1-F1-Pip_1.D,
3_Asp,1405,34.490507341,2924322,1394.42539215,007-P1-F1-Pip_1.D,
3_Asp,1406,34.686265905,2908780,1387.01438904,007-P1-F1-Pip_1.D,
3_Asp,1407,34.882024470,2892080,1379.0512085,007-P1-F1-Pip_1.D,
3_Asp,1408,35.077783034,2874333,1370.58877945,007-P1-F1-Pip_1.D,
3_Asp,1409,35.273541599,2855647,1361.67860031,007-P1-F1-Pip_1.D,
3_Asp,1410,35.469300163,2836015,1352.31733322,007-P1-F1-Pip_1.D,
3_Asp,1411,35.665058728,2815373,1342.4744606,007-P1-F1-Pip_1.D,
3_Asp,1412,35.860817292,2793745,1332.16142654,007-P1-F1-Pip_1.D,
3_Asp,1413,36.056575856,2771213,1321.4173317,007-P1-F1-Pip_1.D,
3_Asp,1414,36.252334421,2747809,1310.25743484,007-P1-F1-Pip_1.D,
3_Asp,1415,36.448092985,2723548,1298.68888855,007-P1-F1-Pip_1.D,
3_Asp,1416,36.643851550,2698525,1286.75699234,007-P1-F1-Pip_1.D,
3_Asp,1417,36.839610114,2672885,1274.5308876,007-P1-F1-Pip_1.D,
3_Asp,1418,37.035368679,2646681,1262.03584671,007-P1-F1-Pip_1.D,
3_Asp,1419,37.231127243,2619872,1249.25231934,007-P1-F1-Pip_1.D,
3_Asp,1420,37.426885808,2592453,1236.1779213,007-P1-F1-Pip_1.D,
3_Asp,1421,37.622644372,2564464,1222.83172607,007-P1-F1-Pip_1.D,
3_Asp,1422,37.818402936,2535968,1209.24377441,007-P1-F1-Pip_1.D,
3_Asp,1423,38.014161501,2507028,1195.44410706,007-P1-F1-Pip_1.D,
3_Asp,1424,38.209920065,2477698,1181.45847321,007-P1-F1-Pip_1.D,
3_Asp,1425,38.405678630,2448042,1167.31739044,007-P1-F1-Pip_1.D,
3_Asp,1426,38.601437194,2418115,1153.04708481,007-P1-F1-Pip_1.D,
3_Asp,1427,38.797195759,2387960,1138.6680603,007-P1-F1-Pip_1.D,
3_Asp,1428,38.992954323,2357603,1124.19271469,007-P1-F1-Pip_1.D,
3_Asp,1429,39.188712887,2327047,1109.62247849,007-P1-F1-Pip_1.D,
3_Asp,1430,39.384471452,2296319,1094.97022629,007-P1-F1-Pip_1.D,
3_Asp,1431,39.580230016,2265461,1080.25598526,007-P1-F1-Pip_1.D,
3_Asp,1432,39.775988581,2234482,1065.48404694,007-P1-F1-Pip_1.D,
3_Asp,1433,39.971747145,2203387,1050.6567955,007-P1-F1-Pip_1.D,
3_Asp,1434,40.167505710,2172171,1035.77184677,007-P1-F1-Pip_1.D,
3_Asp,1435,40.363264274,2176318,1037.74929047,007-P1-F1-Pip_1.D,
3_Asp,1436,40.559022838,2145008,1022.81951904,007-P1-F1-Pip_1.D,
3_Asp,1437,40.754781403,2113658,1007.87067413,007-P1-F1-Pip_1.D,
3_Asp,1438,40.950539967,2082310,992.922782898,007-P1-F1-Pip_1.D,
3_Asp,1439,41.146298532,2050996,977.991104126,007-P1-F1-Pip_1.D,
3_Asp,1440,41.342057096,2019741,963.087558746,007-P1-F1-Pip_1.D,
3_Asp,1441,41.537815661,1988587,948.23217392,007-P1-F1-Pip_1.D,
3_Asp,1442,41.733574225,1957570,933.442115784,007-P1-F1-Pip_1.D,
3_Asp,1443,41.929332790,1926680,918.712615967,007-P1-F1-Pip_1.D,
3_Asp,1444,42.125091354,1895906,904.03842926,007-P1-F1-Pip_1.D,
3_Asp,1445,42.320849918,1865261,889.425754547,007-P1-F1-Pip_1.D,
3_Asp,1446,42.516608483,1834777,874.889850616,007-P1-F1-Pip_1.D,
3_Asp,1447,42.712367047,1804474,860.440254211,007-P1-F1-Pip_1.D,
3_Asp,1448,42.908125612,1774372,846.086502075,007-P1-F1-Pip_1.D,
3_Asp,1449,43.103884176,1744511,831.847667694,007-P1-F1-Pip_1.D,
3_Asp,1450,43.299642741,1714925,817.739963531,007-P1-F1-Pip_1.D,
3_Asp,1451,43.495401305,1685605,803.759098053,007-P1-F1-Pip_1.D,
3_Asp,1452,43.691159869,1656537,789.898395538,007-P1-F1-Pip_1.D,
3_Asp,1453,43.886918434,1627736,776.165008545,007-P1-F1-Pip_1.D,
3_Asp,1454,44.082676998,1599212,762.563705444,007-P1-F1-Pip_1.D,
3_Asp,1455,44.278435563,1570959,749.091625214,007-P1-F1-Pip_1.D,
3_Asp,1456,44.474194127,1542973,735.746860504,007-P1-F1-Pip_1.D,
3_Asp,1457,44.669952692,1515290,722.546577454,007-P1-F1-Pip_1.D,
3_Asp,1458,44.865711256,1487933,709.501743317,007-P1-F1-Pip_1.D,
3_Asp,1459,45.061469821,1460899,696.610927582,007-P1-F1-Pip_1.D,
3_Asp,1460,45.257228385,1434168,683.864593506,007-P1-F1-Pip_1.D,
3_Asp,1461,45.452986949,1407754,671.269416809,007-P1-F1-Pip_1.D,
3_Asp,1462,45.648745514,1381669,658.831119537,007-P1-F1-Pip_1.D,
3_Asp,1463,45.844504078,1355918,646.552085876,007-P1-F1-Pip_1.D,
3_Asp,1464,46.040262643,1330510,634.436607361,007-P1-F1-Pip_1.D,
3_Asp,1465,46.236021207,1305454,622.488975525,007-P1-F1-Pip_1.D,
3_Asp,1466,46.431779772,1280751,610.709667206,007-P1-F1-Pip_1.D,
3_Asp,1467,46.627538336,1256390,599.093437195,007-P1-F1-Pip_1.D,
3_Asp,1468,46.823296900,1232363,587.636470795,007-P1-F1-Pip_1.D,
3_Asp,1469,47.019055465,1208676,576.341629028,007-P1-F1-Pip_1.D,
3_Asp,1470,47.214814029,1185328,565.208435059,007-P1-F1-Pip_1.D,
3_Asp,1471,47.410572594,1162321,554.23784256,007-P1-F1-Pip_1.D,
3_Asp,1472,47.606331158,1139665,543.434619904,007-P1-F1-Pip_1.D,
3_Asp,1473,47.802089723,1117375,532.805919647,007-P1-F1-Pip_1.D,
3_Asp,1474,47.997848287,1095463,522.357463837,007-P1-F1-Pip_1.D,
3_Asp,1475,48.193606852,1073927,512.088298798,007-P1-F1-Pip_1.D,
3_Asp,1476,48.389365416,1052763,501.996517181,007-P1-F1-Pip_1.D,
3_Asp,1477,48.585123980,1031966,492.079734802,007-P1-F1-Pip_1.D,
3_Asp,1478,48.780882545,1011531,482.335567474,007-P1-F1-Pip_1.D,
3_Asp,1479,48.976641109,991449,472.759723663,007-P1-F1-Pip_1.D,
3_Asp,1480,49.172399674,971717,463.350772858,007-P1-F1-Pip_1.D,
3_Asp,1481,49.368158238,952328,454.105377197,007-P1-F1-Pip_1.D,
3_Asp,1482,49.563916803,933277,445.021152496,007-P1-F1-Pip_1.D,
3_Asp,1483,49.759675367,914559,436.095714569,007-P1-F1-Pip_1.D,
3_Asp,1484,49.955433931,896166,427.325248718,007-P1-F1-Pip_1.D,
3_Asp,1485,50.151192496,878102,418.711662292,007-P1-F1-Pip_1.D,
3_Asp,1486,50.346951060,860367,410.254955292,007-P1-F1-Pip_1.D,
3_Asp,1487,50.542709625,864513,412.23192215,007-P1-F1-Pip_1.D,
3_Asp,1488,50.738468189,847105,403.9311409,007-P1-F1-Pip_1.D,
3_Asp,1489,50.934226754,830024,395.7862854,007-P1-F1-Pip_1.D,
3_Asp,1490,51.129985318,813273,387.798786163,007-P1-F1-Pip_1.D,
3_Asp,1491,51.325743883,796856,379.970550537,007-P1-F1-Pip_1.D,
3_Asp,1492,51.521502447,780770,372.30014801,007-P1-F1-Pip_1.D,
3_Asp,1493,51.717261011,764999,364.779949188,007-P1-F1-Pip_1.D,
3_Asp,1494,51.913019576,749533,357.405185699,007-P1-F1-Pip_1.D,
3_Asp,1495,52.108778140,734373,350.176334381,007-P1-F1-Pip_1.D,
3_Asp,1496,52.304536705,719518,343.092918396,007-P1-F1-Pip_1.D,
3_Asp,1497,52.500295269,704966,336.15398407,007-P1-F1-Pip_1.D,
3_Asp,1498,52.696053834,690706,329.354286194,007-P1-F1-Pip_1.D,
3_Asp,1499,52.891812398,676729,322.689533234,007-P1-F1-Pip_1.D,
3_Asp,1500,53.087570962,663036,316.160202026,007-P1-F1-Pip_1.D,
3_Asp,1501,53.283329527,649618,309.762001038,007-P1-F1-Pip_1.D,
3_Asp,1502,53.479088091,636467,303.49111557,007-P1-F1-Pip_1.D,
3_Asp,1503,53.674846656,623575,297.343730927,007-P1-F1-Pip_1.D,
3_Asp,1504,53.870605220,610946,291.321754456,007-P1-F1-Pip_1.D,
3_Asp,1505,54.066363785,598586,285.42804718,007-P1-F1-Pip_1.D,
3_Asp,1506,54.262122349,586492,279.661178589,007-P1-F1-Pip_1.D,
3_Asp,1507,54.457880914,574654,274.01638031,007-P1-F1-Pip_1.D,
3_Asp,1508,54.653639478,563066,268.490791321,007-P1-F1-Pip_1.D,
3_Asp,1509,54.849398042,551723,263.082027435,007-P1-F1-Pip_1.D,
3_Asp,1510,55.045156607,540616,257.785797119,007-P1-F1-Pip_1.D,
3_Asp,1511,55.240915171,529739,252.599239349,007-P1-F1-Pip_1.D,
3_Asp,1512,55.436673736,519093,247.522830963,007-P1-F1-Pip_1.D,
3_Asp,1513,55.632432300,508681,242.558002472,007-P1-F1-Pip_1.D,
3_Asp,1514,55.828190865,498501,237.703800201,007-P1-F1-Pip_1.D,
3_Asp,1515,56.023949429,488547,232.957363129,007-P1-F1-Pip_1.D,
3_Asp,1516,56.219707993,478819,228.318691254,007-P1-F1-Pip_1.D,
3_Asp,1517,56.415466558,469307,223.783016205,007-P1-F1-Pip_1.D,
3_Asp,1518,56.611225122,460002,219.346046448,007-P1-F1-Pip_1.D,
3_Asp,1519,56.806983687,450903,215.007305145,007-P1-F1-Pip_1.D,
3_Asp,1520,57.002742251,442005,210.764408112,007-P1-F1-Pip_1.D,
3_Asp,1521,57.198500816,433307,206.61687851,007-P1-F1-Pip_1.D,
3_Asp,1522,57.394259380,424805,202.56280899,007-P1-F1-Pip_1.D,
3_Asp,1523,57.590017945,416497,198.60124588,007-P1-F1-Pip_1.D,
3_Asp,1524,57.785776509,408389,194.735050201,007-P1-F1-Pip_1.D,
3_Asp,1525,57.981535073,400483,190.965175629,007-P1-F1-Pip_1.D,
3_Asp,1526,58.177293638,392776,187.29019165,007-P1-F1-Pip_1.D,
3_Asp,1527,58.373052202,385259,183.705806732,007-P1-F1-Pip_1.D,
3_Asp,1528,58.568810767,377921,180.206775665,007-P1-F1-Pip_1.D,
3_Asp,1529,58.764569331,370751,176.787853241,007-P1-F1-Pip_1.D,
3_Asp,1530,58.960327896,363735,173.442363739,007-P1-F1-Pip_1.D,
3_Asp,1531,59.156086460,356858,170.163154602,007-P1-F1-Pip_1.D,
3_Asp,1532,59.351845024,350114,166.947364807,007-P1-F1-Pip_1.D,
3_Asp,1533,59.547603589,343501,163.79404068,007-P1-F1-Pip_1.D,
